Year,Geography,Tenure,Age_Group,Household_Count,Avg_Household_Size,Median_Household_Size
2006,Winnipeg  ,Renter,35 to 44 years,16320.0,2.41,2.0
2006,Winnipeg  ,Renter,45 to 54 years,14490.0,1.98,2.0
2006,Winnipeg  ,Renter,55 to 64 years,10385.0,1.58,1.01
2006,Winnipeg  ,Renter,65 to 74 years,7895.0,1.39,1.01
2006,Winnipeg  ,Renter,75 years and over,13320.0,1.23,1.0
2006,Regina  ,Total - Tenure,Total - Age group of primary household maintainer,80320.0,2.39,2.0
2006,Regina  ,Total - Tenure,15 to 24 years,4855.0,2.05,2.0
2006,Regina  ,Total - Tenure,25 to 34 years,13050.0,2.57,2.02
2006,Regina  ,Total - Tenure,35 to 44 years,15485.0,3.06,3.0
2006,Regina  ,Total - Tenure,45 to 54 years,17960.0,2.72,3.0
2006,Regina  ,Total - Tenure,55 to 64 years,12275.0,2.05,2.0
2006,Regina  ,Total - Tenure,65 to 74 years,7945.0,1.78,2.0
2006,Regina  ,Total - Tenure,75 years and over,8750.0,1.47,1.01
2006,Regina  ,Owner,Total - Age group of primary household maintainer,56325.0,2.58,2.02
2006,Regina  ,Owner,15 to 24 years,915.0,2.09,2.0
2006,Regina  ,Owner,25 to 34 years,7755.0,2.67,2.02
2006,Regina  ,Owner,35 to 44 years,11660.0,3.28,4.0
2006,Regina  ,Owner,45 to 54 years,14635.0,2.93,3.0
2006,Regina  ,Owner,55 to 64 years,9830.0,2.17,2.0
2006,Regina  ,Owner,65 to 74 years,6190.0,1.89,2.0
2006,Regina  ,Owner,75 years and over,5330.0,1.64,2.0
2006,Regina  ,Renter,Total - Age group of primary household maintainer,23995.0,1.93,2.0
2006,Regina  ,Renter,15 to 24 years,3935.0,2.04,2.0
2006,Regina  ,Renter,25 to 34 years,5295.0,2.43,2.0
2006,Regina  ,Renter,35 to 44 years,3825.0,2.37,2.0
2006,Regina  ,Renter,45 to 54 years,3325.0,1.79,1.01
2006,Regina  ,Renter,55 to 64 years,2440.0,1.56,1.01
2006,Regina  ,Renter,65 to 74 years,1750.0,1.39,1.01
2006,Regina  ,Renter,75 years and over,3420.0,1.22,1.0
2006,Saskatoon  ,Total - Tenure,Total - Age group of primary household maintainer,95275.0,2.42,2.0
2006,Saskatoon  ,Total - Tenure,15 to 24 years,7500.0,1.96,2.0
2006,Saskatoon  ,Total - Tenure,25 to 34 years,16590.0,2.55,2.02
2006,Saskatoon  ,Total - Tenure,35 to 44 years,17965.0,3.14,3.02
2006,Saskatoon  ,Total - Tenure,45 to 54 years,20915.0,2.78,3.0
2006,Saskatoon  ,Total - Tenure,55 to 64 years,13365.0,2.12,2.0
2006,Saskatoon  ,Total - Tenure,65 to 74 years,8870.0,1.75,2.0
2006,Saskatoon  ,Total - Tenure,75 years and over,10070.0,1.48,1.01
2006,Saskatoon  ,Owner,Total - Age group of primary household maintainer,63685.0,2.64,2.02
2006,Saskatoon  ,Owner,15 to 24 years,1580.0,2.08,2.0
2006,Saskatoon  ,Owner,25 to 34 years,8775.0,2.77,3.0
2006,Saskatoon  ,Owner,35 to 44 years,13110.0,3.39,4.0
2006,Saskatoon  ,Owner,45 to 54 years,16305.0,2.99,3.0
2006,Saskatoon  ,Owner,55 to 64 years,10815.0,2.26,2.0
2006,Saskatoon  ,Owner,65 to 74 years,6895.0,1.85,2.0
2006,Saskatoon  ,Owner,75 years and over,6200.0,1.65,2.0
2006,Saskatoon  ,Renter,Total - Age group of primary household maintainer,31550.0,1.97,2.0
2006,Saskatoon  ,Renter,15 to 24 years,5915.0,1.92,2.0
2006,Saskatoon  ,Renter,25 to 34 years,7805.0,2.3,2.0
2006,Saskatoon  ,Renter,35 to 44 years,4850.0,2.46,2.0
2006,Saskatoon  ,Renter,45 to 54 years,4595.0,2.05,2.0
2006,Saskatoon  ,Renter,55 to 64 years,2545.0,1.56,1.01
2006,Saskatoon  ,Renter,65 to 74 years,1970.0,1.41,1.01
2006,Saskatoon  ,Renter,75 years and over,3870.0,1.22,1.0
2006,Calgary  ,Total - Tenure,Total - Age group of primary household maintainer,415605.0,2.57,2.02
2006,Calgary  ,Total - Tenure,15 to 24 years,20165.0,2.07,2.0
2006,Calgary  ,Total - Tenure,25 to 34 years,80190.0,2.42,2.02
2006,Calgary  ,Total - Tenure,35 to 44 years,97790.0,3.05,3.0
2006,Calgary  ,Total - Tenure,45 to 54 years,99390.0,2.94,3.0
2006,Calgary  ,Total - Tenure,55 to 64 years,58425.0,2.31,2.0
2006,Calgary  ,Total - Tenure,65 to 74 years,31665.0,1.91,2.0
2006,Calgary  ,Total - Tenure,75 years and over,27980.0,1.62,1.01
2006,Calgary  ,Owner,Total - Age group of primary household maintainer,307920.0,2.74,2.02
2006,Calgary  ,Owner,15 to 24 years,5890.0,2.18,2.0
2006,Calgary  ,Owner,25 to 34 years,48840.0,2.58,2.02
2006,Calgary  ,Owner,35 to 44 years,74980.0,3.23,3.02
2006,Calgary  ,Owner,45 to 54 years,82460.0,3.1,3.0
2006,Calgary  ,Owner,55 to 64 years,49015.0,2.42,2.02
2006,Calgary  ,Owner,65 to 74 years,25870.0,1.99,2.0
2006,Calgary  ,Owner,75 years and over,20865.0,1.73,2.0
2006,Calgary  ,Renter,Total - Age group of primary household maintainer,107680.0,2.08,2.0
2006,Calgary  ,Renter,15 to 24 years,14270.0,2.02,2.0
2006,Calgary  ,Renter,25 to 34 years,31350.0,2.17,2.0
2006,Calgary  ,Renter,35 to 44 years,22805.0,2.45,2.02
2006,Calgary  ,Renter,45 to 54 years,16935.0,2.16,2.0
2006,Calgary  ,Renter,55 to 64 years,9405.0,1.74,1.01
2006,Calgary  ,Renter,65 to 74 years,5800.0,1.55,1.01
2006,Calgary  ,Renter,75 years and over,7110.0,1.29,1.01
2006,Edmonton  ,Total - Tenure,Total - Age group of primary household maintainer,405270.0,2.52,2.02
2006,Edmonton  ,Total - Tenure,15 to 24 years,24295.0,1.97,2.0
2006,Edmonton  ,Total - Tenure,25 to 34 years,71230.0,2.49,2.02
2006,Edmonton  ,Total - Tenure,35 to 44 years,85280.0,3.12,3.02
2006,Edmonton  ,Total - Tenure,45 to 54 years,92730.0,2.88,3.0
2006,Edmonton  ,Total - Tenure,55 to 64 years,60585.0,2.29,2.0
2006,Edmonton  ,Total - Tenure,65 to 74 years,37485.0,1.89,2.0
2006,Edmonton  ,Total - Tenure,75 years and over,33665.0,1.57,1.01
2006,Edmonton  ,Owner,Total - Age group of primary household maintainer,280635.0,2.72,2.02
2006,Edmonton  ,Owner,15 to 24 years,5745.0,2.01,2.0
2006,Edmonton  ,Owner,25 to 34 years,39640.0,2.67,2.02
2006,Edmonton  ,Owner,35 to 44 years,60960.0,3.35,4.0
2006,Edmonton  ,Owner,45 to 54 years,72575.0,3.1,3.0
2006,Edmonton  ,Owner,55 to 64 years,49115.0,2.4,2.02
2006,Edmonton  ,Owner,65 to 74 years,29510.0,1.99,2.0
2006,Edmonton  ,Owner,75 years and over,23090.0,1.72,2.0
2006,Edmonton  ,Renter,Total - Age group of primary household maintainer,123950.0,2.06,2.0
2006,Edmonton  ,Renter,15 to 24 years,18490.0,1.96,2.0
2006,Edmonton  ,Renter,25 to 34 years,31440.0,2.26,2.0
2006,Edmonton  ,Renter,35 to 44 years,24160.0,2.52,2.02
2006,Edmonton  ,Renter,45 to 54 years,20000.0,2.09,2.0
2006,Edmonton  ,Renter,55 to 64 years,11380.0,1.75,1.01
2006,Edmonton  ,Renter,65 to 74 years,7935.0,1.51,1.01
2006,Edmonton  ,Renter,75 years and over,10550.0,1.25,1.0
2006,Kelowna  ,Total - Tenure,Total - Age group of primary household maintainer,67000.0,2.39,2.0
2006,Kelowna  ,Total - Tenure,15 to 24 years,2600.0,2.02,2.0
2006,Kelowna  ,Total - Tenure,25 to 34 years,7520.0,2.58,2.02
2006,Kelowna  ,Total - Tenure,35 to 44 years,11865.0,3.16,3.02
2006,Kelowna  ,Total - Tenure,45 to 54 years,14635.0,2.76,2.02
2006,Kelowna  ,Total - Tenure,55 to 64 years,11500.0,2.16,2.0
2006,Kelowna  ,Total - Tenure,65 to 74 years,9430.0,1.83,2.0
2006,Kelowna  ,Total - Tenure,75 years and over,9445.0,1.6,2.0
2006,Kelowna  ,Owner,Total - Age group of primary household maintainer,51765.0,2.47,2.02
2006,Kelowna  ,Owner,15 to 24 years,645.0,1.97,2.0
2006,Kelowna  ,Owner,25 to 34 years,4195.0,2.79,3.0
2006,Kelowna  ,Owner,35 to 44 years,9115.0,3.32,4.0
2006,Kelowna  ,Owner,45 to 54 years,11810.0,2.89,3.0
2006,Kelowna  ,Owner,55 to 64 years,9900.0,2.23,2.0
2006,Kelowna  ,Owner,65 to 74 years,8350.0,1.87,2.0
2006,Kelowna  ,Owner,75 years and over,7750.0,1.65,2.0
2006,Kelowna  ,Renter,Total - Age group of primary household maintainer,15225.0,2.09,2.0
2006,Kelowna  ,Renter,15 to 24 years,1955.0,2.04,2.0
2006,Kelowna  ,Renter,25 to 34 years,3325.0,2.32,2.0
2006,Kelowna  ,Renter,35 to 44 years,2745.0,2.61,2.02
2006,Kelowna  ,Renter,45 to 54 years,2820.0,2.23,2.0
2006,Kelowna  ,Renter,55 to 64 years,1595.0,1.73,1.01
2006,Kelowna  ,Renter,65 to 74 years,1080.0,1.54,1.01
2006,Kelowna  ,Renter,75 years and over,1695.0,1.36,1.01
2006,Abbotsford  ,Total - Tenure,Total - Age group of primary household maintainer,55950.0,2.79,2.02
2006,Abbotsford  ,Total - Tenure,15 to 24 years,2160.0,2.18,2.0
2006,Abbotsford  ,Total - Tenure,25 to 34 years,8135.0,3.08,3.0
2006,Abbotsford  ,Total - Tenure,35 to 44 years,12405.0,3.6,4.0
2006,Abbotsford  ,Total - Tenure,45 to 54 years,12340.0,3.16,3.0
2006,Abbotsford  ,Total - Tenure,55 to 64 years,8760.0,2.35,2.0
2006,Abbotsford  ,Total - Tenure,65 to 74 years,5880.0,2.07,2.0
2006,Abbotsford  ,Total - Tenure,75 years and over,6265.0,1.61,1.01
2006,Abbotsford  ,Owner,Total - Age group of primary household maintainer,41110.0,2.97,2.02
2006,Abbotsford  ,Owner,15 to 24 years,725.0,2.43,2.0
2006,Abbotsford  ,Owner,25 to 34 years,4565.0,3.42,3.02
2006,Abbotsford  ,Owner,35 to 44 years,8870.0,3.92,4.0
2006,Abbotsford  ,Owner,45 to 54 years,9920.0,3.36,3.02
2006,Abbotsford  ,Owner,55 to 64 years,7180.0,2.47,2.02
2006,Abbotsford  ,Owner,65 to 74 years,4855.0,2.15,2.0
2006,Abbotsford  ,Owner,75 years and over,5000.0,1.68,2.0
2006,Abbotsford  ,Renter,Total - Age group of primary household maintainer,14825.0,2.31,2.0
2006,Abbotsford  ,Renter,15 to 24 years,1440.0,2.06,2.0
2006,Abbotsford  ,Renter,25 to 34 years,3560.0,2.65,2.02
2006,Abbotsford  ,Renter,35 to 44 years,3530.0,2.79,3.0
2006,Abbotsford  ,Renter,45 to 54 years,2420.0,2.35,2.0
2006,Abbotsford  ,Renter,55 to 64 years,1580.0,1.79,2.0
2006,Abbotsford  ,Renter,65 to 74 years,1025.0,1.73,1.01
2006,Abbotsford  ,Renter,75 years and over,1265.0,1.31,1.01
2006,Vancouver  ,Total - Tenure,Total - Age group of primary household maintainer,817225.0,2.56,2.02
2006,Vancouver  ,Total - Tenure,15 to 24 years,26955.0,1.88,2.0
2006,Vancouver  ,Total - Tenure,25 to 34 years,118120.0,2.31,2.0
2006,Vancouver  ,Total - Tenure,35 to 44 years,184375.0,3.05,3.0
2006,Vancouver  ,Total - Tenure,45 to 54 years,192915.0,3.01,3.0
2006,Vancouver  ,Total - Tenure,55 to 64 years,136455.0,2.45,2.02
2006,Vancouver  ,Total - Tenure,65 to 74 years,80605.0,2.05,2.0
2006,Vancouver  ,Total - Tenure,75 years and over,77795.0,1.65,1.01
2006,Vancouver  ,Owner,Total - Age group of primary household maintainer,531725.0,2.81,2.02
2006,Vancouver  ,Owner,15 to 24 years,5870.0,2.1,2.0
2006,Vancouver  ,Owner,25 to 34 years,51655.0,2.64,2.02
2006,Vancouver  ,Owner,35 to 44 years,113550.0,3.41,4.0
2006,Vancouver  ,Owner,45 to 54 years,136885.0,3.28,3.02
2006,Vancouver  ,Owner,55 to 64 years,104200.0,2.63,2.02
2006,Vancouver  ,Owner,65 to 74 years,62795.0,2.17,2.0
2006,Vancouver  ,Owner,75 years and over,56775.0,1.77,2.0
2006,Vancouver  ,Renter,Total - Age group of primary household maintainer,285045.0,2.09,2.0
2006,Vancouver  ,Renter,15 to 24 years,21075.0,1.81,2.0
2006,Vancouver  ,Renter,25 to 34 years,66435.0,2.04,2.0
2006,Vancouver  ,Renter,35 to 44 years,70710.0,2.47,2.02
2006,Vancouver  ,Renter,45 to 54 years,55895.0,2.34,2.0
2006,Vancouver  ,Renter,55 to 64 years,32190.0,1.87,1.01
2006,Vancouver  ,Renter,65 to 74 years,17740.0,1.59,1.01
2006,Vancouver  ,Renter,75 years and over,21000.0,1.32,1.01
2006,Victoria  ,Total - Tenure,Total - Age group of primary household maintainer,145430.0,2.21,2.0
2006,Victoria  ,Total - Tenure,15 to 24 years,6920.0,1.82,2.0
2006,Victoria  ,Total - Tenure,25 to 34 years,18930.0,2.23,2.0
2006,Victoria  ,Total - Tenure,35 to 44 years,25530.0,2.82,3.0
2006,Victoria  ,Total - Tenure,45 to 54 years,30990.0,2.6,2.02
2006,Victoria  ,Total - Tenure,55 to 64 years,26115.0,2.07,2.0
2006,Victoria  ,Total - Tenure,65 to 74 years,16075.0,1.79,2.0
2006,Victoria  ,Total - Tenure,75 years and over,20865.0,1.52,1.01
2006,Victoria  ,Owner,Total - Age group of primary household maintainer,94135.0,2.4,2.0
2006,Victoria  ,Owner,15 to 24 years,1000.0,1.83,2.0
2006,Victoria  ,Owner,25 to 34 years,6870.0,2.6,2.02
2006,Victoria  ,Owner,35 to 44 years,15585.0,3.15,3.02
2006,Victoria  ,Owner,45 to 54 years,22175.0,2.87,3.0
2006,Victoria  ,Owner,55 to 64 years,20045.0,2.21,2.0
2006,Victoria  ,Owner,65 to 74 years,12900.0,1.9,2.0
2006,Victoria  ,Owner,75 years and over,15560.0,1.62,2.0
2006,Victoria  ,Renter,Total - Age group of primary household maintainer,51120.0,1.85,2.0
2006,Victoria  ,Renter,15 to 24 years,5900.0,1.81,2.0
2006,Victoria  ,Renter,25 to 34 years,12025.0,2.01,2.0
2006,Victoria  ,Renter,35 to 44 years,9890.0,2.29,2.0
2006,Victoria  ,Renter,45 to 54 years,8780.0,1.91,2.0
2006,Victoria  ,Renter,55 to 64 years,6055.0,1.57,1.01
2006,Victoria  ,Renter,65 to 74 years,3165.0,1.37,1.01
2006,Victoria  ,Renter,75 years and over,5300.0,1.24,1.0
2001,Canada,Total - Tenure,Total - Age group of primary household maintainer,11562975.0,2.55,2.02
2001,Canada,Total - Tenure,15 to 24 years,447165.0,2.07,2
2001,Canada,Total - Tenure,25 to 34 years,1792025.0,2.63,2.02
2001,Canada,Total - Tenure,35 to 44 years,2747615.0,3.2,3.02
2001,Canada,Total - Tenure,45 to 54 years,2509625.0,2.88,3
2001,Canada,Total - Tenure,55 to 64 years,1659780.0,2.23,2
2001,Canada,Total - Tenure,65 to 74 years,1324885.0,1.87,2
2001,Canada,Total - Tenure,75 years and over,1081880.0,1.57,1.01
2001,Canada,Owner,Total - Age group of primary household maintainer,7610385.0,2.79,2.02
2001,Canada,Owner,15 to 24 years,70990.0,2.41,2.02
2001,Canada,Owner,25 to 34 years,837010.0,3.01,3
2001,Canada,Owner,35 to 44 years,1844450.0,3.51,4
2001,Canada,Owner,45 to 54 years,1868280.0,3.11,3
2001,Canada,Owner,55 to 64 years,1276610.0,2.38,2.02
2001,Canada,Owner,65 to 74 years,997030.0,1.99,2
2001,Canada,Owner,75 years and over,716015.0,1.71,2
2001,Canada,Renter,Total - Age group of primary household maintainer,3907170.0,2.08,2
2001,Canada,Renter,15 to 24 years,373060.0,2.0,2
2001,Canada,Renter,25 to 34 years,943670.0,2.27,2
2001,Canada,Renter,35 to 44 years,890540.0,2.53,2.02
2001,Canada,Renter,45 to 54 years,633160.0,2.17,2
2001,Canada,Renter,55 to 64 years,378020.0,1.71,1.01
2001,Canada,Renter,65 to 74 years,324590.0,1.49,1.01
2001,Canada,Renter,75 years and over,364140.0,1.3,1.01
2001,Newfoundland and Labrador,Total - Tenure,Total - Age group of primary household maintainer,189045.0,2.68,2.02
2001,Newfoundland and Labrador,Total - Tenure,15 to 24 years,5360.0,2.25,2
2001,Newfoundland and Labrador,Total - Tenure,25 to 34 years,26965.0,2.87,3
2001,Newfoundland and Labrador,Total - Tenure,35 to 44 years,42915.0,3.3,3.02
2001,Newfoundland and Labrador,Total - Tenure,45 to 54 years,44675.0,2.95,3
2001,Newfoundland and Labrador,Total - Tenure,55 to 64 years,29725.0,2.35,2.02
2001,Newfoundland and Labrador,Total - Tenure,65 to 74 years,22595.0,2.03,2
2001,Newfoundland and Labrador,Total - Tenure,75 years and over,16800.0,1.72,2
2001,Newfoundland and Labrador,Owner,Total - Age group of primary household maintainer,147750.0,2.8,3
2001,Newfoundland and Labrador,Owner,15 to 24 years,965.0,2.56,2.02
2001,Newfoundland and Labrador,Owner,25 to 34 years,15805.0,3.09,3
2001,Newfoundland and Labrador,Owner,35 to 44 years,33455.0,3.45,4
2001,Newfoundland and Labrador,Owner,45 to 54 years,37970.0,3.08,3
2001,Newfoundland and Labrador,Owner,55 to 64 years,26385.0,2.41,2.02
2001,Newfoundland and Labrador,Owner,65 to 74 years,19830.0,2.09,2
2001,Newfoundland and Labrador,Owner,75 years and over,13340.0,1.81,2
2001,Newfoundland and Labrador,Renter,Total - Age group of primary household maintainer,41170.0,2.26,2
2001,Newfoundland and Labrador,Renter,15 to 24 years,4385.0,2.18,2
2001,Newfoundland and Labrador,Renter,25 to 34 years,11135.0,2.54,2.02
2001,Newfoundland and Labrador,Renter,35 to 44 years,9435.0,2.73,3
2001,Newfoundland and Labrador,Renter,45 to 54 years,6685.0,2.21,2
2001,Newfoundland and Labrador,Renter,55 to 64 years,3330.0,1.82,2
2001,Newfoundland and Labrador,Renter,65 to 74 years,2755.0,1.52,1.01
2001,Newfoundland and Labrador,Renter,75 years and over,3455.0,1.33,1.01
2001,Prince Edward Island,Total - Tenure,Total - Age group of primary household maintainer,50795.0,2.62,2.02
2001,Prince Edward Island,Total - Tenure,15 to 24 years,1850.0,2.29,2.02
2001,Prince Edward Island,Total - Tenure,25 to 34 years,7430.0,2.82,3
2001,Prince Edward Island,Total - Tenure,35 to 44 years,11085.0,3.41,4
2001,Prince Edward Island,Total - Tenure,45 to 54 years,11170.0,2.93,3
2001,Prince Edward Island,Total - Tenure,55 to 64 years,7525.0,2.21,2
2001,Prince Edward Island,Total - Tenure,65 to 74 years,6300.0,1.88,2
2001,Prince Edward Island,Total - Tenure,75 years and over,5440.0,1.62,1.01
2001,Prince Edward Island,Owner,Total - Age group of primary household maintainer,37120.0,2.83,3
2001,Prince Edward Island,Owner,15 to 24 years,390.0,2.44,3
2001,Prince Edward Island,Owner,25 to 34 years,4290.0,3.1,3
2001,Prince Edward Island,Owner,35 to 44 years,8580.0,3.62,4
2001,Prince Edward Island,Owner,45 to 54 years,9120.0,3.16,3
2001,Prince Edward Island,Owner,55 to 64 years,6205.0,2.33,2.02
2001,Prince Edward Island,Owner,65 to 74 years,4965.0,2.0,2
2001,Prince Edward Island,Owner,75 years and over,3570.0,1.79,2
2001,Prince Edward Island,Renter,Total - Age group of primary household maintainer,13530.0,2.05,2
2001,Prince Edward Island,Renter,15 to 24 years,1450.0,2.24,2
2001,Prince Edward Island,Renter,25 to 34 years,3110.0,2.43,2.02
2001,Prince Edward Island,Renter,35 to 44 years,2460.0,2.68,2.02
2001,Prince Edward Island,Renter,45 to 54 years,2020.0,1.92,2
2001,Prince Edward Island,Renter,55 to 64 years,1305.0,1.63,1.01
2001,Prince Edward Island,Renter,65 to 74 years,1325.0,1.43,1.01
2001,Prince Edward Island,Renter,75 years and over,1865.0,1.3,1.01
2001,Nova Scotia,Total - Tenure,Total - Age group of primary household maintainer,360020.0,2.49,2.02
2001,Nova Scotia,Total - Tenure,15 to 24 years,14040.0,2.11,2
2001,Nova Scotia,Total - Tenure,25 to 34 years,53245.0,2.65,2.02
2001,Nova Scotia,Total - Tenure,35 to 44 years,80515.0,3.15,3.02
2001,Nova Scotia,Total - Tenure,45 to 54 years,76540.0,2.78,3
2001,Nova Scotia,Total - Tenure,55 to 64 years,53190.0,2.16,2
2001,Nova Scotia,Total - Tenure,65 to 74 years,43040.0,1.87,2
2001,Nova Scotia,Total - Tenure,75 years and over,39455.0,1.59,1.01
2001,Nova Scotia,Owner,Total - Age group of primary household maintainer,254720.0,2.67,2.02
2001,Nova Scotia,Owner,15 to 24 years,1835.0,2.43,2.02
2001,Nova Scotia,Owner,25 to 34 years,26560.0,2.98,3
2001,Nova Scotia,Owner,35 to 44 years,58390.0,3.41,4
2001,Nova Scotia,Owner,45 to 54 years,60645.0,2.97,3
2001,Nova Scotia,Owner,55 to 64 years,43530.0,2.28,2
2001,Nova Scotia,Owner,65 to 74 years,34490.0,1.97,2
2001,Nova Scotia,Owner,75 years and over,29275.0,1.7,2
2001,Nova Scotia,Renter,Total - Age group of primary household maintainer,103655.0,2.01,2
2001,Nova Scotia,Renter,15 to 24 years,12090.0,2.05,2
2001,Nova Scotia,Renter,25 to 34 years,26255.0,2.29,2
2001,Nova Scotia,Renter,35 to 44 years,21625.0,2.43,2.02
2001,Nova Scotia,Renter,45 to 54 years,15585.0,1.99,2
2001,Nova Scotia,Renter,55 to 64 years,9495.0,1.61,1.01
2001,Nova Scotia,Renter,65 to 74 years,8465.0,1.44,1.01
2001,Nova Scotia,Renter,75 years and over,10140.0,1.26,1.01
2001,New Brunswick,Total - Tenure,Total - Age group of primary household maintainer,283820.0,2.53,2.02
2001,New Brunswick,Total - Tenure,15 to 24 years,11400.0,2.14,2
2001,New Brunswick,Total - Tenure,25 to 34 years,42600.0,2.76,3
2001,New Brunswick,Total - Tenure,35 to 44 years,63435.0,3.19,3.02
2001,New Brunswick,Total - Tenure,45 to 54 years,61620.0,2.75,3
2001,New Brunswick,Total - Tenure,55 to 64 years,41565.0,2.2,2
2001,New Brunswick,Total - Tenure,65 to 74 years,32760.0,1.89,2
2001,New Brunswick,Total - Tenure,75 years and over,30445.0,1.63,1.01
2001,New Brunswick,Owner,Total - Age group of primary household maintainer,211410.0,2.69,2.02
2001,New Brunswick,Owner,15 to 24 years,2235.0,2.4,2.02
2001,New Brunswick,Owner,25 to 34 years,25035.0,3.02,3
2001,New Brunswick,Owner,35 to 44 years,48170.0,3.41,4
2001,New Brunswick,Owner,45 to 54 years,51745.0,2.89,3
2001,New Brunswick,Owner,55 to 64 years,35530.0,2.29,2
2001,New Brunswick,Owner,65 to 74 years,26545.0,2.0,2
2001,New Brunswick,Owner,75 years and over,22145.0,1.76,2
2001,New Brunswick,Renter,Total - Age group of primary household maintainer,71080.0,2.04,2
2001,New Brunswick,Renter,15 to 24 years,9060.0,2.07,2
2001,New Brunswick,Renter,25 to 34 years,17210.0,2.37,2.02
2001,New Brunswick,Renter,35 to 44 years,14830.0,2.5,2.02
2001,New Brunswick,Renter,45 to 54 years,9650.0,1.99,2
2001,New Brunswick,Renter,55 to 64 years,5905.0,1.66,1.01
2001,New Brunswick,Renter,65 to 74 years,6165.0,1.44,1.01
2001,New Brunswick,Renter,75 years and over,8270.0,1.28,1.01
2001,Quebec,Total - Tenure,Total - Age group of primary household maintainer,2978110.0,2.38,2
2001,Quebec,Total - Tenure,15 to 24 years,129810.0,1.9,2
2001,Quebec,Total - Tenure,25 to 34 years,446715.0,2.5,2.02
2001,Quebec,Total - Tenure,35 to 44 years,695185.0,2.98,3
2001,Quebec,Total - Tenure,45 to 54 years,654325.0,2.63,2.02
2001,Quebec,Total - Tenure,55 to 64 years,458875.0,2.05,2
2001,Quebec,Total - Tenure,65 to 74 years,347635.0,1.78,2
2001,Quebec,Total - Tenure,75 years and over,245565.0,1.56,1.01
2001,Quebec,Owner,Total - Age group of primary household maintainer,1724465.0,2.72,2.02
2001,Quebec,Owner,15 to 24 years,14910.0,2.26,2
2001,Quebec,Owner,25 to 34 years,180005.0,3.01,3
2001,Quebec,Owner,35 to 44 years,429215.0,3.39,4
2001,Quebec,Owner,45 to 54 years,441555.0,2.95,3
2001,Quebec,Owner,55 to 64 years,313975.0,2.25,2
2001,Quebec,Owner,65 to 74 years,221370.0,1.95,2
2001,Quebec,Owner,75 years and over,123425.0,1.77,2
2001,Quebec,Renter,Total - Age group of primary household maintainer,1249455.0,1.92,2
2001,Quebec,Renter,15 to 24 years,114670.0,1.86,2
2001,Quebec,Renter,25 to 34 years,265545.0,2.14,2
2001,Quebec,Renter,35 to 44 years,264840.0,2.32,2
2001,Quebec,Renter,45 to 54 years,212050.0,1.97,2
2001,Quebec,Renter,55 to 64 years,144415.0,1.6,1.01
2001,Quebec,Renter,65 to 74 years,125970.0,1.47,1.01
2001,Quebec,Renter,75 years and over,121965.0,1.34,1.01
2001,Ontario,Total - Tenure,Total - Age group of primary household maintainer,4219415.0,2.67,2.02
2001,Ontario,Total - Tenure,15 to 24 years,124565.0,2.16,2
2001,Ontario,Total - Tenure,25 to 34 years,653150.0,2.67,2.02
2001,Ontario,Total - Tenure,35 to 44 years,1033840.0,3.31,3.02
